X,Y,FID,id,modified,language,rights,rightsHolder,bibliographicCitation,institutionCode,collectionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualID,individualCount,sex,occurrenceStatus,eventDate,year,waterBody,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,georeferenceRemarks,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
-19612156.57,-5439110.147,41,107,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 38),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 38,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.8296,-176.179,WGS84,10000,POINT (-176.179 -43.8296),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19684625.56,-5486481.653,42,18,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 18),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 18,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.1358,-176.83,WGS84,10000,POINT (-176.83 -44.1358),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19654124.02,-5606248.01,43,718,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 50),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 50,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.9029,-176.556,WGS84,10000,POINT (-176.556 -44.9029),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-17540500.84,-4339010.52,44,501,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 27),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 27,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-36.2785,-157.569,WGS84,10000,POINT (-157.569 -36.2785),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19649448.6,-5438971.269,45,108,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 39),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 39,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.8287,-176.514,WGS84,10000,POINT (-176.514 -43.8287),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19540021.54,-5524235.141,46,19,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 19),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 19,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.3787,-175.531,WGS84,10000,POINT (-175.531 -44.3787),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-17429626.63,-4093707.939,47,502,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 28),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 28,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-34.482,-156.573,WGS84,10000,POINT (-156.573 -34.482),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19611377.33,-5457321.279,48,109,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 40),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 40,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9475,-176.172,WGS84,10000,POINT (-176.172 -43.9475),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19538685.7,-5550345.039,49,20,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 20),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 20,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.5461,-175.519,WGS84,10000,POINT (-175.519 -44.5461),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19634977.06,-5578284.76,50,719,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 51),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 51,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.7247,-176.384,WGS84,10000,POINT (-176.384 -44.7247),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19621952.68,-5566948.325,51,720,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 52),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 52,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.6523,-176.267,WGS84,10000,POINT (-176.267 -44.6523),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19637426.09,-5458666.533,52,110,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 41),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 41,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9562,-176.406,WGS84,10000,POINT (-176.406 -43.9562),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19558611.89,-5537811.055,53,21,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 21),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 21,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.4658,-175.698,WGS84,10000,POINT (-175.698 -44.4658),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-17501650.34,-3705717.49,54,503,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 29),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 29,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-31.5602,-157.22,WGS84,10000,POINT (-157.22 -31.5602),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19645552.42,-5455991.681,55,111,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 42),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 42,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9389,-176.479,WGS84,10000,POINT (-176.479 -43.9389),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19602137.81,-5505999.494,56,22,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 22),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 22,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.2615,-176.089,WGS84,10000,POINT (-176.089 -44.2615),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-17847853.96,-3185339.806,57,504,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 30),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 30,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-27.4941,-160.33,WGS84,10000,POINT (-160.33 -27.4941),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19567962.73,-5553844.526,58,721,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 53),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 53,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.5685,-175.782,WGS84,10000,POINT (-175.782 -44.5685),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19567294.81,-5548033.616,59,722,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 54),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 54,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.5313,-175.776,WGS84,10000,POINT (-175.776 -44.5313),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19657686.24,-5454801.391,60,112,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 43),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 43,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9312,-176.588,WGS84,10000,POINT (-176.588 -43.9312),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-18156876.87,-2962255.999,61,505,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 31),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 31,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-25.7023,-163.106,WGS84,10000,POINT (-163.106 -25.7023),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19529112.23,-5501881.289,62,23,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 23),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 23,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.235,-175.433,WGS84,10000,POINT (-175.433 -44.235),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19627741.3,-5515828.525,63,723,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 55),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 55,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.3247,-176.319,WGS84,10000,POINT (-176.319 -44.3247),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-18172572.91,-2978956.135,64,506,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78470 - 32),NIWA,MBIS White shark tagging,Occurrence,Shark 78470 - 32,Mature male 450 cm (TL),Shark 78470,1,male,present,,2008,Pacific Ocean,-25.8374,-163.247,WGS84,10000,POINT (-163.247 -25.8374),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19573973.98,-5464126.883,65,113,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 44),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 44,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9915,-175.836,WGS84,10000,POINT (-175.836 -43.9915),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19588779.48,-5504989.197,66,24,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 24),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 24,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.255,-175.969,WGS84,10000,POINT (-175.969 -44.255),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19635978.94,-5500343.265,67,724,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 56),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 56,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-44.2251,-176.393,WGS84,10000,POINT (-176.393 -44.2251),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19648112.76,-5450474.36,68,114,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 45),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 45,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9032,-176.502,WGS84,10000,POINT (-176.502 -43.9032),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
